"","cca_1","cca_2","cca_3","cca_4","cca_5","cca_6","cca_7","cca_8","cca_9","cca_10","cca_11","cca_12","cca_13","cca_14","cca_15","cca_16","cca_17","cca_18","cca_19","cca_20","cca_21","cca_22","cca_23","cca_24","cca_25","cca_26","cca_27","cca_28","cca_29","cca_30","cca_31","cca_32","cca_33","cca_34","cca_35","cca_36","cca_37","cca_38","cca_39","cca_40","cca_41","cca_42","cca_43","cca_44","cca_45","cca_46","cca_47","cca_48","cca_49","cca_50","cca_51","cca_52","cca_53","cca_54","cca_55","cca_56","cca_57","cca_58","cca_59","cca_60","cca_61","cca_62","cca_63","cca_64","cca_65","cca_66","cca_67","cca_68","cca_69","cca_70","cca_71","cca_72","cca_73","cca_74","cca_75","cca_76","cca_77","cca_78","cca_79","cca_80","cca_81","cca_82","cca_83","cca_84","cca_85","cca_86","cca_87","cca_88","cca_89","cca_90","cca_91","cca_92","cca_93"
"1",0.489133663693957,0.50195314511371,0.51476741371345,0.520050835194932,0.518762615139701,0.531599068112411,0.563058593073424,0.586494094730344,0.601355460727745,0.592014525165692,0.573962273274854,0.569012264009097,0.556745022355426,0.52464243568551,0.476025779126056,0.446853701777128,0.44849483314165,0.438968265974659,0.426161842677063,0.439982583710201,0.4463818567154,0.457753990321637,0.473328104645874,0.484072536387264,0.50353483694282,0.515508430539311,0.513284579038337,0.518233727855751,0.533648441107862,0.527989340636777,0.521567909632878,0.521809026907083,0.512336750003249,0.511607379863548,0.519029167020793,0.525179276552956,0.519914239564652,0.508886264135803,0.4975735858577,0.492263170890188,0.488111752556855,0.474081225815465,0.466518091533463,0.456433454967511,0.457480269181287,0.459792620477583,0.466013556676413,0.455704915597791,0.449333914723847,0.442935076981806,0.448833766325536,0.450429497417154,0.455237949879792,0.457828842949967,0.454805511091618,0.462536849184535,0.464018410204678,0.461664675552307,0.453477199061079,0.453669223164392,0.447248854918778,0.458070129584146,0.452673891647174,0.44717249859974,0.441205582907732,0.444332041406758,0.446767302192982,0.454805153206628,0.465824003538012,0.463778737540611,0.46253375259235,0.467604108216374,0.451016211500975,0.453653868538012,0.459611858853151,0.476860147930474,0.459225041088369,0.470867665129955,0.489206383963613,0.492381353164392,0.488099753443795,0.513005187540611,0.513262600961663,0.518246008755685,0.532543285867446,0.546919323209877,0.559794323388564,0.573569329671865,0.574780604278752,0.581096968700455,0.591367070233918,0.583759021120858,0.576725425298895
"1",0.454651583693957,0.46020820511371,0.46593451371345,0.481325145194932,0.513614535139701,0.548854578112411,0.579675213073424,0.592130434730344,0.588471970727745,0.584418825165692,0.580098643274854,0.583142774009097,0.587455742355426,0.57633883568551,0.549468619126056,0.519223951777128,0.50161331314165,0.497433715974659,0.500476722677063,0.494124623710201,0.5022968467154,0.505907960321637,0.504980514645874,0.516636876387264,0.52699045694282,0.522144200539311,0.515000309038337,0.507302077855751,0.526555671107862,0.532362390636777,0.528577919632878,0.523386116907082,0.526438850003249,0.528167529863548,0.522351807020793,0.517967636552956,0.519755539564652,0.510927654135803,0.5124969658577,0.513995610890188,0.510036462556855,0.512972355815465,0.508160201533463,0.502368754967511,0.499974219181287,0.496377060477583,0.498582556676413,0.497054755597791,0.491748734723847,0.494759986981806,0.504120576325536,0.507852637417154,0.503784939879792,0.504129592949967,0.500215401091618,0.500358099184535,0.498427090204678,0.499487735552307,0.502881289061079,0.504179403164392,0.493604004918778,0.482236529584146,0.464244831647174,0.44907826859974,0.443160412907732,0.448641391406758,0.452372482192982,0.458170543206628,0.470327173538012,0.480063877540611,0.49342081259235,0.509348478216374,0.528806441500975,0.536299918538012,0.554908718853151,0.571617467930474,0.564031931088369,0.560260995129955,0.567833183963613,0.582547883164392,0.613529283443795,0.626056717540611,0.623762520961663,0.626964948755685,0.628682525867446,0.626161123209877,0.625565283388564,0.615177149671865,0.596176924278752,0.570826088700455,0.546639320233918,0.556283491120858,0.553943795298895
"1",0.494518963693957,0.49279564511371,0.49731118371345,0.512155595194932,0.543422805139701,0.572395298112411,0.581318353073424,0.579825884730344,0.567613970727745,0.548484805165692,0.529294963274854,0.500444364009097,0.475471762355426,0.44733341568551,0.456185449126056,0.458616011777128,0.43616078314165,0.427006895974659,0.417236352677063,0.406330353710201,0.4226502767154,0.429344310321637,0.434489334645874,0.441103636387264,0.43393575694282,0.440587460539311,0.433973889038337,0.42750841785575,0.411994741107862,0.411077010636777,0.419109289632878,0.429640706907083,0.440027920003249,0.448232689863548,0.458566807020793,0.455565146552956,0.458264649564652,0.456458254135802,0.4593004058577,0.458951370890188,0.460980032556855,0.462164295815465,0.460909901533463,0.458311724967511,0.461721019181287,0.466972330477583,0.479798296676413,0.486978665597791,0.494239904723847,0.503142546981806,0.514795116325536,0.520434857417154,0.523611139879792,0.528081762949967,0.523375861091618,0.522962559184535,0.525660450204678,0.526339155552307,0.526154749061079,0.526364553164392,0.517082784918778,0.484773919584146,0.471248431647174,0.47189190859974,0.468714692907732,0.476083611406758,0.483913252192982,0.483057243206628,0.485449903538012,0.493623197540611,0.49454236259235,0.483073008216374,0.489264261500975,0.493452568538012,0.501506708853151,0.501133197930474,0.514369391088369,0.506049165129955,0.504477783963613,0.501305953164392,0.507057603443795,0.506671787540611,0.500383090961663,0.458632608755685,0.440700125867446,0.452068993209877,0.464532823388564,0.469963449671865,0.471238354278752,0.486887168700455,0.491842470233918,0.498786951120858,0.508802885298895
"1",0.419830433693957,0.43168430511371,0.44674029371345,0.460658035194932,0.474149505139701,0.478233708112411,0.484481193073424,0.515370064730344,0.538241790727745,0.550324795165692,0.560661313274854,0.559096774009097,0.546765792355426,0.52764237568551,0.496674999126056,0.451668621777128,0.42081211314165,0.412012145974659,0.398982252677063,0.405885923710201,0.4099063567154,0.415005460321637,0.417664734645874,0.419494766387264,0.42504832694282,0.427340640539311,0.410541369038337,0.413307327855751,0.403836241107862,0.414258950636777,0.412043309632878,0.417986196907082,0.420036640003249,0.418775889863548,0.413141327020793,0.407890676552956,0.408849679564652,0.398491064135802,0.3971576958577,0.396214670890188,0.387091252556855,0.387494445815465,0.394882661533463,0.400920244967511,0.409976449181287,0.416201260477583,0.425151436676413,0.430402505597791,0.435079884723847,0.433475186981806,0.434844376325536,0.440036797417154,0.429133319879792,0.416057532949967,0.414673621091618,0.406356529184535,0.405777400204678,0.418038725552307,0.429359469061079,0.433579523164392,0.432519084918778,0.428654189584146,0.414626701647174,0.41048821859974,0.419966962907732,0.427169221406758,0.411039872192982,0.399781523206628,0.396985683538012,0.402617657540611,0.41773590259235,0.432514628216374,0.423924491500975,0.432291258538012,0.444091118853151,0.444870217930474,0.454021221088369,0.475347495129955,0.508649463963613,0.550484433164392,0.560607973443795,0.552606317540611,0.535351510961663,0.505755778755685,0.468594785867446,0.424624343209877,0.438635573388564,0.425656509671865,0.408307604278752,0.397254638700455,0.391500300233918,0.378467031120858,0.373419325298895
"1",0.441441513693957,0.45270495511371,0.47833177371345,0.524114905194932,0.569844665139701,0.591054108112411,0.584228923073424,0.567691324730344,0.554398600727745,0.547715185165692,0.539592613274854,0.521171704009097,0.502248982355426,0.48367311568551,0.465079619126056,0.461133761777128,0.46696773314165,0.464096455974659,0.464860672677063,0.482895283710201,0.5068082467154,0.506309020321637,0.503689704645874,0.500056546387264,0.50439494694282,0.504687790539311,0.505197969038337,0.499952157855751,0.506909791107862,0.513730340636777,0.514590639632879,0.506126236907082,0.492318980003249,0.486682389863548,0.482592077020793,0.476543056552956,0.473402199564652,0.456690614135802,0.4624135858577,0.467691570890188,0.473591652556855,0.473884455815465,0.475687031533463,0.472134304967511,0.470338749181287,0.465545900477583,0.463531886676413,0.466263805597791,0.468447974723847,0.473638546981806,0.478483136325536,0.476181157417154,0.475227929879792,0.471387962949967,0.470364541091618,0.470346849184535,0.474031010204678,0.470939175552307,0.474564609061079,0.484370653164392,0.480040584918778,0.475238869584146,0.470135891647174,0.45886534859974,0.463838422907732,0.483335541406758,0.484580682192983,0.501905013206628,0.518699353538012,0.519755297540611,0.50437139259235,0.497204578216374,0.521195671500975,0.558657448538012,0.573669998853151,0.613757697930474,0.622872951088369,0.606562425129955,0.614919903963613,0.653839113164392,0.669316423443795,0.654883727540611,0.646450170961663,0.631385848755685,0.615944085867446,0.583978913209877,0.567694663388564,0.548485769671865,0.546979004278752,0.551915188700455,0.567744720233918,0.550832641120858,0.545582005298895
"1",0.344464023693957,0.34608288511371,0.34277484371345,0.365785565194932,0.404610785139701,0.421953208112411,0.441638043073424,0.461470054730344,0.506375370727745,0.538144155165692,0.542786733274854,0.515318924009097,0.486786172355426,0.45636796568551,0.409503479126056,0.391011121777128,0.37500367314165,0.368268805974659,0.365864822677063,0.369735453710201,0.3770709767154,0.390173730321637,0.397040274645874,0.393947876387264,0.40226728694282,0.404586560539311,0.391028529038337,0.381841457855751,0.378305601107862,0.373399760636777,0.378340259632878,0.393557486907083,0.403103120003249,0.404963639863548,0.403315387020793,0.402279306552956,0.407133539564652,0.410331084135802,0.4143133158577,0.423411400890188,0.436441462556855,0.445487025815465,0.446902021533463,0.453711254967511,0.461449049181287,0.464869430477583,0.482549976676413,0.488959205597791,0.491186144723847,0.490888146981806,0.485759216325536,0.474882057417154,0.473597289879792,0.474572122949967,0.465892411091618,0.450058929184535,0.433328990204678,0.425893785552307,0.413356869061079,0.410477943164392,0.401922254918778,0.402421299584146,0.392728371647174,0.38012851859974,0.376967572907732,0.374156901406758,0.381958162192982,0.385423463206628,0.396006463538012,0.388612007540611,0.37612897259235,0.369883738216374,0.364876081500975,0.363366788538012,0.364473618853151,0.373769057930474,0.379303641088369,0.364848945129955,0.371883053963613,0.382291613164392,0.382023193443795,0.393109057540611,0.411498840961663,0.425788858755685,0.422435615867446,0.427368943209877,0.411935683388564,0.396015569671865,0.429360924278752,0.467237798700455,0.493412070233918,0.508378941120858,0.522035825298895
"1",0.422972223693957,0.42955038511371,0.43119493371345,0.440736125194932,0.451128645139701,0.466483098112411,0.501963203073424,0.541599384730344,0.569750350727745,0.578299155165692,0.565003083274854,0.568423354009097,0.568632222355426,0.54815861568551,0.513765649126056,0.473760921777128,0.43582233314165,0.415368185974659,0.393813242677063,0.390595803710201,0.3928595767154,0.417837050321637,0.419362144645874,0.428261176387264,0.42065083694282,0.412867780539311,0.405530099038337,0.40557146785575,0.410471471107862,0.410033240636777,0.402855779632878,0.396667006907083,0.388286980003249,0.380930429863548,0.381720657020793,0.374656636552956,0.363751299564652,0.357102814135802,0.3522642058577,0.358632450890188,0.366270462556855,0.376543245815465,0.385129841533463,0.385135964967511,0.382976589181287,0.381722900477583,0.385099226676413,0.377871855597791,0.373854354723847,0.380123806981806,0.383984116325536,0.397743477417154,0.410418909879792,0.422777262949967,0.433693171091618,0.444355259184535,0.454882520204678,0.458202705552307,0.470008479061079,0.480415713164392,0.481633984918778,0.482323979584146,0.465047071647174,0.44421675859974,0.427135612907732,0.413294121406758,0.413181212192982,0.404359953206628,0.416245683538012,0.422784817540611,0.43607844259235,0.457155538216374,0.453939421500975,0.434702498538012,0.426733008853151,0.433549967930474,0.440447091088369,0.453508165129955,0.477273073963613,0.477511823164392,0.491236293443795,0.503723547540611,0.517512660961663,0.519536798755685,0.527065455867446,0.518272543209877,0.499163973388564,0.499171999671865,0.504018454278752,0.502899348700455,0.511798260233918,0.535011161120858,0.559567395298895
"1",0.344631983693957,0.36771701511371,0.38537758371345,0.395379675194932,0.428083405139701,0.484425928112411,0.533160413073424,0.567889354730344,0.565433890727745,0.558848255165692,0.541470273274854,0.501069174009097,0.457273222355426,0.44918525568551,0.450208589126056,0.416424681777128,0.36935110314165,0.352159945974659,0.355261662677063,0.338873813710201,0.3282428267154,0.334178590321637,0.329793764645874,0.331895286387264,0.33344782694282,0.328474920539311,0.320441099038337,0.31930956785575,0.325704601107862,0.328462500636777,0.332413159632878,0.347666986907083,0.367354650003249,0.384308699863548,0.398019787020793,0.409234156552956,0.413647489564652,0.420056484135802,0.4342716858577,0.442176420890188,0.438393022556855,0.426638555815465,0.420751481533463,0.409798054967511,0.403278749181287,0.413338110477583,0.421143476676413,0.425783515597791,0.430703894723847,0.430208186981806,0.435291046325536,0.426450287417154,0.426399479879792,0.423132422949967,0.416967391091618,0.415950629184535,0.421452670204678,0.428062995552307,0.431478189061079,0.447671283164392,0.455506734918778,0.441027699584146,0.433327211647174,0.39273215859974,0.374308682907732,0.362241351406758,0.356113652192982,0.369144843206628,0.357935493538012,0.353633397540611,0.35021643259235,0.333900458216374,0.316470511500975,0.309965198538012,0.308400868853151,0.330023467930474,0.333898001088369,0.320533685129955,0.324916893963613,0.342063623164392,0.349615733443795,0.367377687540611,0.393140010961663,0.366708718755685,0.401936125867446,0.457572943209877,0.512104973388564,0.535269629671865,0.549735514278752,0.557982148700455,0.559999620233918,0.541916171120858,0.534822655298895
"1",0.466492773693957,0.46941847511371,0.48027615371345,0.501974635194932,0.526993815139701,0.537689448112411,0.549791633073424,0.556422804730344,0.546483550727745,0.543775815165692,0.534082473274854,0.511121454009097,0.480736782355425,0.44860609568551,0.450431529126056,0.460135891777128,0.45285975314165,0.469437605974659,0.468228032677063,0.455909013710201,0.4510891167154,0.486311950321637,0.478993924645874,0.468022876387264,0.45757845694282,0.449220060539311,0.444462909038337,0.45831181785575,0.450312051107862,0.451729440636777,0.448010759632878,0.453001086907083,0.449096190003249,0.447844389863548,0.445185017020793,0.449810996552956,0.451185609564652,0.451766184135802,0.4509593558577,0.460469310890188,0.463696382556855,0.468959735815465,0.472338111533463,0.464309684967511,0.459730029181287,0.454763080477583,0.471418226676413,0.476338705597791,0.475568204723847,0.471443396981806,0.462447526325536,0.449664727417154,0.444999959879792,0.445226452949967,0.432791221091618,0.425978259184535,0.421949300204678,0.419187715552307,0.434194619061079,0.429355053164392,0.416709044918778,0.413322549584145,0.402609211647174,0.39253516859974,0.382849512907732,0.382156351406758,0.391862052192982,0.404598623206628,0.416095063538012,0.409666547540611,0.39817578259235,0.393123448216374,0.395736981500975,0.411052768538012,0.426074518853151,0.444330207930474,0.451373431088369,0.467890535129955,0.468793653963613,0.480439203164392,0.483551193443795,0.477810367540611,0.513576230961663,0.544095138755685,0.559731615867446,0.557153673209877,0.556378743388564,0.550851329671865,0.554813664278752,0.540462648700455,0.529773020233918,0.517401401120858,0.517980315298895
"1",0.427908583693957,0.46052149511371,0.49173914371345,0.538724215194932,0.577001525139701,0.600908538112411,0.597222863073424,0.577612284730344,0.535106250727745,0.475351445165692,0.435959073274854,0.423445584009097,0.408039272355426,0.42665831568551,0.400430209126056,0.398644341777128,0.39940504314165,0.381743995974659,0.381190652677063,0.376157993710201,0.3922877867154,0.404225480321637,0.407348504645874,0.406682126387264,0.40893273694282,0.420413780539311,0.430370729038337,0.444110207855751,0.467786211107862,0.481127810636777,0.488022949632878,0.492354866907083,0.479372340003249,0.484277209863548,0.477553407020793,0.475199596552956,0.473664619564652,0.461714924135802,0.4584836158577,0.470874760890188,0.475556172556855,0.469062695815465,0.465524791533463,0.474343934967511,0.483148029181287,0.497075990477583,0.501456156676413,0.506528495597791,0.513545314723847,0.509170626981806,0.497381886325536,0.488519237417154,0.472346509879792,0.452740692949967,0.441870021091618,0.433811089184535,0.439648970204678,0.436379075552307,0.428997619061079,0.417145703164392,0.427085834918778,0.424710249584145,0.418312011647174,0.41768287859974,0.419716932907732,0.420188381406758,0.431682362192983,0.430887113206628,0.432695083538012,0.439926637540611,0.44205803259235,0.454988638216374,0.470039741500975,0.483268818538012,0.470934748853151,0.465275347930474,0.471205421088369,0.483833815129955,0.515383133963613,0.504253403164392,0.516850403443795,0.495658937540611,0.470467800961663,0.526177938755685,0.576433395867446,0.587161243209877,0.592950693388564,0.599527549671865,0.618753104278752,0.622844908700455,0.609583460233918,0.594890621120858,0.581268475298895
